code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
000193,国泰美国,国泰基金管理有限公司,,QDII,2013-08-07,2013-08-07,2017-12-20,2017-12-20,100.0％×标普房地产开发商总收益指数
000194,银华四季红A,银华基金管理股份有限公司,邹维娜 ,Bond,2013-08-07,2013-08-07,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000195,工银成长收益A,工银瑞信基金管理有限公司,张洋 ,Hybrid,2019-07-19,2019-07-19,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数
000196,工银成长收益B,工银瑞信基金管理有限公司,张洋 ,Hybrid,2019-07-19,2019-07-19,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数
000197,富国一年纯债,富国基金管理有限公司,王颀亮 俞晓斌 ,Bond,2013-06-27,2013-06-27,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
000198,天弘余额宝,天弘基金管理有限公司,王登峰 ,Money,2013-05-29,2013-05-29,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000199,国泰量化策略,国泰基金管理有限公司,高崇南 ,Hybrid,2018-12-27,2018-12-27,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证综合债券指数
000200,博时岁岁增利,博时基金管理有限公司,鲁邦旺 ,Bond,2013-06-26,2013-06-26,0000-00-00,0000-00-00,100.0％×一年期定期存款利率(税后)的1.1倍
000201,诺安泰鑫A,诺安基金管理有限公司,岳帅 ,Bond,2013-11-05,2013-11-05,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000202,富国两年纯债,富国基金管理有限公司,王颀亮 朱梦娜 ,Bond,2013-09-13,2013-09-13,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加4.75%
000203,国富货币A,国海富兰克林基金管理有限公司,王莉 ,Money,2013-07-24,2013-07-24,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000204,国富货币B,国海富兰克林基金管理有限公司,王莉 ,Money,2013-07-24,2013-07-24,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000205,易方达投资信用A,易方达基金管理有限公司,王晓晨 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×中债-高信用等级债券指数
000206,易方达投资信用C,易方达基金管理有限公司,王晓晨 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×中债-高信用等级债券指数
000207,建信双债A,建信基金管理有限责任公司,彭紫云 朱虹 ,Bond,2013-07-25,2013-07-25,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000208,建信双债C,建信基金管理有限责任公司,彭紫云 朱虹 ,Bond,2013-07-25,2013-07-25,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000209,信诚产业,中信保诚基金管理有限公司,杨旭 郑伟 ,Hybrid,2013-07-17,2013-07-17,0000-00-00,0000-00-00,20.0％×中证综合债券指数+80.0％×中证新兴产业指数
000210,光大现金宝A,光大保德信基金管理有限公司,魏丽 ,Money,2013-09-05,2013-09-05,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000211,光大现金宝B,光大保德信基金管理有限公司,魏丽 ,Money,2013-09-05,2013-09-05,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
000212,泰信鑫益A,泰信基金管理有限公司,何俊春 ,Bond,2013-07-17,2013-07-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000213,泰信鑫益C,泰信基金管理有限公司,何俊春 ,Bond,2013-07-17,2013-07-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000214,广发成长,广发基金管理有限公司,代宇 ,Hybrid,2013-12-11,2013-12-11,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
000215,广发趋势,广发基金管理有限公司,谭昌杰 谢军 ,Hybrid,2013-09-11,2013-09-11,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
000216,华安黄金易ETF联接A,华安基金管理有限公司,许之彦 ,Related,2013-08-22,2013-08-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×黄金现货(Au99.99合约)
000217,华安黄金易ETF联接C,华安基金管理有限公司,许之彦 ,Related,2013-08-22,2013-08-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×黄金现货(Au99.99合约)
000218,国泰黄金ETF联接A,国泰基金管理有限公司,艾小军 徐成城 ,Related,2016-04-13,2016-04-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×黄金现货(Au99.99合约)
000219,博时裕益,博时基金管理有限公司,周心鹏 ,Hybrid,2013-07-29,2013-07-29,0000-00-00,0000-00-00,7.0％
000220,富国医疗,富国基金管理有限公司,于洋 ,Hybrid,2013-08-07,2013-08-07,0000-00-00,0000-00-00,20.0％×中债-综合指数+80.0％×中证医药卫生指数
000221,汇添富年年利A,汇添富基金管理股份有限公司,徐光 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000222,汇添富年年利C,汇添富基金管理股份有限公司,徐光 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000225,长盛年年收益A,长盛基金管理有限公司,段鹏 ,Bond,2013-08-09,2013-08-09,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
000226,长盛年年收益C,长盛基金管理有限公司,段鹏 ,Bond,2013-08-09,2013-08-09,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
000227,华安年年红A,华安基金管理有限公司,郑可成 周益鸣 ,Bond,2013-11-14,2013-11-14,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000235,诺安稳固,诺安基金管理有限公司,裴禹翔 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,3.0％
000236,工银月月薪A,工银瑞信基金管理有限公司,张洋 ,Bond,2013-08-14,2013-08-14,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.5%
000237,国投岁添利A,国投瑞银基金管理有限公司,狄晓娇 李达夫 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
000238,国投岁添利C,国投瑞银基金管理有限公司,狄晓娇 李达夫 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
000239,华安年年盈A,华安基金管理有限公司,孙丽娜 ,Bond,2015-02-03,2015-02-03,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000240,华安年年盈C,华安基金管理有限公司,孙丽娜 ,Bond,2015-02-03,2015-02-03,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000241,宝盈核心C,宝盈基金管理有限公司,李健伟 ,Hybrid,2013-08-01,2013-08-01,0000-00-00,0000-00-00,35.0％×上海证券交易所国债指数+65.0％×沪深300指数
000242,景顺策略,景顺长城基金管理有限公司,张靖 ,Hybrid,2013-08-07,2013-08-07,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
000244,天弘稳利A,天弘基金管理有限公司,柴文婷 姜晓丽 ,Bond,2013-07-19,2013-07-19,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)×1.4
000245,天弘稳利B,天弘基金管理有限公司,柴文婷 姜晓丽 ,Bond,2013-07-19,2013-07-19,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)×1.4
000246,博时月月薪,博时基金管理有限公司,陈凯杨 ,Bond,2013-07-25,2013-07-25,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)
000247,方正互利,方正富邦基金管理有限公司,,Bond,2013-09-11,2013-09-11,2017-09-26,2017-09-26,100.0％×一年定期存款利率(税后)加权平均收益率×1.4
000248,汇添富消费ETF联接,汇添富基金管理股份有限公司,过蓓蓓 吴振翔 ,Stock,2015-03-24,2015-03-24,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证主要消费指数
000251,工银地产,工银瑞信基金管理有限公司,王君正 鄢耀 ,Hybrid,2013-08-26,2013-08-26,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×沪深300金融地产指数
000252,景顺景兴A,景顺长城基金管理有限公司,何江波 ,Bond,2013-08-26,2013-08-26,0000-00-00,0000-00-00,100.0％×中证综合债券指数
000253,景顺景兴C,景顺长城基金管理有限公司,何江波 ,Bond,2013-08-26,2013-08-26,0000-00-00,0000-00-00,100.0％×中证综合债券指数
000254,长城强债A,长城基金管理有限公司,蔡旻 张棪 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年期定期存款利率(税后)的1.1倍
000255,长城强债C,长城基金管理有限公司,蔡旻 张棪 ,Bond,2013-09-06,2013-09-06,0000-00-00,0000-00-00,100.0％×一年期定期存款利率(税后)的1.1倍
000256,上投红利A,上投摩根基金管理有限公司,聂曙光 ,Hybrid,2013-09-18,2013-09-18,0000-00-00,0000-00-00,40.0％×沪深300指数+60.0％×中证综合债券指数
000257,上投岁岁盈A,上投摩根基金管理有限公司,,Bond,2013-08-28,2013-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%
000258,上投岁岁盈C,上投摩根基金管理有限公司,,Bond,2013-08-28,2013-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%
000259,农银区间,农银汇理基金管理有限公司,陈富权 ,Hybrid,2013-08-21,2013-08-21,0000-00-00,0000-00-00,95.0％×沪深300指数+5.0％×中证全债指数
000260,信诚季季,中信保诚基金管理有限公司,,Bond,2013-09-12,2013-09-12,2018-04-27,2018-04-27,100.0％×一年定期存款利率(税后)
000263,工银信息,工银瑞信基金管理有限公司,单文 ,Hybrid,2013-11-11,2013-11-11,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×中证TMT产业主题指数
000264,博时内需,博时基金管理有限公司,陈雷 刘阳 ,Hybrid,2013-07-15,2013-07-15,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数
000265,易方达恒久A,易方达基金管理有限公司,田宇 ,Bond,2014-09-10,2014-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000266,易方达恒久C,易方达基金管理有限公司,田宇 ,Bond,2014-09-10,2014-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款收益率(税后)加1.2%
000267,广发集利A,广发基金管理有限公司,代宇 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000268,广发集利C,广发基金管理有限公司,代宇 ,Bond,2013-08-21,2013-08-21,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000269,嘉实合润,嘉实基金管理有限公司,刘宁 ,Bond,2017-07-20,2017-07-20,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.25%
000270,建信安心保本,建信基金管理有限责任公司,牛兴华 ,Other,2013-09-03,2013-09-03,0000-00-00,0000-00-00,100.0％×三年定期存款利率
000271,中邮债券A,中邮创业基金管理股份有限公司,余红 张萌 ,Bond,2013-11-05,2013-11-05,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000272,中邮债券C,中邮创业基金管理股份有限公司,余红 张萌 ,Bond,2013-11-05,2013-11-05,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000273,华润安鑫,华润元大基金管理有限公司,刘宏毅 袁华涛 ,Hybrid,2014-09-18,2014-09-18,0000-00-00,0000-00-00,35.0％×沪深300指数+65.0％×中债-综合指数
000274,广发亚太债券,广发基金管理有限公司,孙敏 ,QDII,2013-11-28,2013-11-28,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)
000275,广发亚太债券美元,广发基金管理有限公司,孙敏 ,QDII,2013-11-28,2013-11-28,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)
000277,博时双月薪,博时基金管理有限公司,陈凯杨 ,Bond,2013-10-22,2013-10-22,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)
000278,融通通泽,融通基金管理有限公司,,Hybrid,2014-09-02,2014-09-02,2017-11-20,2017-11-20,8.0％
000279,华商红利,华商基金管理有限公司,邓默 王东旋 ,Hybrid,2013-09-17,2013-09-17,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×中证红利指数
000280,博时双债A,博时基金管理有限公司,,Bond,2013-09-13,2013-09-13,2018-02-27,2018-02-27,5.0％×一年定期存款利率(税后)+95.0％×中债-综合指数-财富指数
000281,博时双债C,博时基金管理有限公司,,Bond,2013-09-13,2013-09-13,2018-02-27,2018-02-27,5.0％×一年定期存款利率(税后)+95.0％×中债-综合指数-财富指数
000284,富安达信用A,富安达基金管理有限公司,,Bond,2013-10-25,2013-10-25,2016-10-26,2016-10-26,100.0％×中债-总指数
000285,富安达信用C,富安达基金管理有限公司,,Bond,2013-10-25,2013-10-25,2016-10-26,2016-10-26,100.0％×中债-总指数
000286,银华季季红A,银华基金管理股份有限公司,邹维娜 ,Bond,2013-09-18,2013-09-18,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000287,银华永利A,银华基金管理股份有限公司,,Bond,2014-01-22,2014-01-22,2018-06-28,2018-06-28,100.0％×中债-综合指数-财富指数
000288,银华永利C,银华基金管理股份有限公司,,Bond,2014-01-22,2014-01-22,2018-06-28,2018-06-28,100.0％×中债-综合指数-财富指数
000289,鹏华丰泰A,鹏华基金管理有限公司,戴钢 ,Bond,2013-09-24,2013-09-24,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000290,鹏华全球,鹏华基金管理有限公司,尤柏年 ,QDII,2013-10-22,2013-10-22,0000-00-00,0000-00-00,100.0％×富时国际高收益公司债指数(人民币计价)
000291,鹏华普悦,鹏华基金管理有限公司,,Bond,2018-05-15,2018-05-15,2018-12-26,2018-12-26,100.0％×中债-总指数
000292,鹏华丰信A,鹏华基金管理有限公司,,Bond,2013-10-22,2013-10-22,2018-05-15,2018-05-15,100.0％×中债-总指数
000293,鹏华丰信B,鹏华基金管理有限公司,,Bond,2013-10-22,2013-10-22,2018-05-15,2018-05-15,100.0％×中债-总指数
000294,华安生态,华安基金管理有限公司,陈媛 ,Hybrid,2013-11-28,2013-11-28,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证800指数
000295,鹏华丰实A,鹏华基金管理有限公司,戴钢 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000296,鹏华丰实B,鹏华基金管理有限公司,戴钢 ,Bond,2013-09-10,2013-09-10,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
000297,鹏华可转债,鹏华基金管理有限公司,王石千 ,Bond,2015-02-03,2015-02-03,0000-00-00,0000-00-00,30.0％×中债-总指数+10.0％×沪深300指数+60.0％×中证可转换债券指数
000298,中海纯债A,中海基金管理有限公司,王含嫣 ,Bond,2014-04-23,2014-04-23,0000-00-00,0000-00-00,100.0％×中证全债指数
000299,中海纯债C,中海基金管理有限公司,王含嫣 ,Bond,2014-04-23,2014-04-23,0000-00-00,0000-00-00,100.0％×中证全债指数
000300,德邦货币A,德邦基金管理有限公司,陈洁 张铮烁 ,Money,2013-09-16,2013-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000301,德邦货币B,德邦基金管理有限公司,陈洁 张铮烁 ,Money,2013-09-16,2013-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
000302,国泰淘金,国泰基金管理有限公司,,Bond,2013-11-19,2013-11-19,2017-12-20,2017-12-20,100.0％×一年定期存款利率(税后)加1%
000303,长盛双月红A,长盛基金管理有限公司,,Bond,2013-09-24,2013-09-24,2019-01-24,2019-01-24,100.0％×一年定期存款利率(税后)
000304,长盛双月红C,长盛基金管理有限公司,,Bond,2013-09-24,2013-09-24,2019-01-24,2019-01-24,100.0％×一年定期存款利率(税后)
000305,中银中高债A,中银基金管理有限公司,王妍 ,Bond,2013-12-05,2013-12-05,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
000306,天弘弘利,天弘基金管理有限公司,姜晓丽 王林 ,Bond,2013-09-11,2013-09-11,0000-00-00,0000-00-00,100.0％×三年定期存款利率(税后)加1.5%
000307,易方达黄金ETF联接A,易方达基金管理有限公司,范冰 余海燕 ,Related,2016-05-26,2016-05-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×黄金现货(Au99.99合约)
000308,建信创新,建信基金管理有限责任公司,邵卓 ,Hybrid,2013-09-24,2013-09-24,0000-00-00,0000-00-00,25.0％×中债-总指数+75.0％×沪深300指数
000309,大摩品质,摩根士丹利华鑫基金管理有限公司,何晓春 雷志勇 ,Stock,2013-10-29,2013-10-29,0000-00-00,0000-00-00,85.0％×沪深300指数+15.0％×标普中国债券指数
000310,安信永利A,安信基金管理有限责任公司,李君 张翼飞 ,Bond,2013-11-08,2013-11-08,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)的1.5倍
000311,景顺300,景顺长城基金管理有限公司,黎海威 ,Stock,2013-10-29,2013-10-29,0000-00-00,0000-00-00,95.0％×沪深300指数+1.5％
000312,华安量化A,华安基金管理有限公司,孙晨进 许之彦 ,Stock,2013-09-27,2013-09-27,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数
000313,华安量化C,华安基金管理有限公司,孙晨进 许之彦 ,Stock,2013-09-27,2013-09-27,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数
000314,招商瑞丰A,招商基金管理有限公司,王刚 ,Hybrid,2013-11-06,2013-11-06,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
000315,融通通祥,融通基金管理有限公司,,Hybrid,2013-10-22,2013-10-22,2014-10-22,2014-10-22,10.0％
000316,中海惠利,中海基金管理有限公司,邵强 ,Bond,2013-11-21,2013-11-21,0000-00-00,0000-00-00,100.0％×中证全债指数
